symbol,symbolName,fullName,shortJobTitle,transactionType,amount,reportedPrice,usdValue,eodHolding,transactionDate,symbolCode,hasOptions,symbolType
QCOM,Qualcomm Inc,Akash J Palkhiwala,COO & CFO,Sell,"3,333",170.32770,"567,703","33,208",11/07/25,STK,Yes,1
SWKS,Skyworks Solutions,Karilee A Durham,HR,Award,"4,396",0.00000,"305,874","31,499",11/07/25,STK,Yes,1
SWKS,Skyworks Solutions,Robert John Terry,Gen Cou & Sec,Award,"7,079",0.00000,"492,557","24,289",11/07/25,STK,Yes,1
TMO,Thermo Fisher Scientific Inc,Lisa Britt,CHRO,Sell,"1,750",571.62350,"1,000,341","14,145",11/07/25,STK,Yes,1
RFM,Rivernorth Flexible Municipal Income Fund Inc,American Shareholder,N/A,Buy,"4,257",14.32120,"60,966","22,932",11/07/25,UIT,No,11
RMI,Rivernorth Opportunistic Municipal Income Fund,American Shareholder,N/A,Buy,"6,857",14.50870,"99,486","49,588",11/07/25,UIT,No,11
OGN,Organon & Co.,Juan Camilo Arjona Ferreira,Div. Head,Award,"6,446",0.00000,"43,703","28,916",11/07/25,STK,Yes,1
OGN,Organon & Co.,Lynette Holzbaur,Contr.,Award,"2,417",0.00000,"16,387","14,676",11/07/25,STK,Yes,1
NVRI,Enviri Corporation,Tom G. Vadaketh,CFO,Award,"84,746",0.00000,"1,033,053","178,261",11/07/25,STK,Yes,1
LUCK,Lucky Strike Entertainment Corp,John Alan Young,N/A,Buy,"1,600",7.90310,"12,645","74,833",11/07/25,STK,Yes,1
ES,Eversource Energy,James W Hunt III,Div. EVP,Sell,"4,129",72.77400,"300,489","34,898",11/07/25,STK,Yes,1
AR,Antero Resources Corp,Brendan E Krueger,CFO & Treas,Buy,"5,000",33.35000,"166,750","295,917",11/07/25,STK,Yes,1
COIN,Coinbase Global Inc Cl A,Frederick Ernest Ehrsam,N/A,Sell,"297,001",308.49890,"91,624,481","11,881",11/07/25,STK,Yes,1
BKH,Black Hills Corp,Darren T Nakata,CLO,Award,"4,621",0.00000,"322,177","4,621",11/07/25,STK,Yes,1
BKNG,Booking Holdings Inc,Robert J Mylod jr,Chair,Sell,40,"5,000.00000","199,999","3,653",11/07/25,STK,Yes,1
UTZ,Utz Brands Inc,Dylan Lissette,Chair,Buy,"7,901",9.98720,"78,910","168,513",11/07/25,STK,Yes,1
WWW,Wolverine World Wide,Demonty Price,N/A,Buy,"25,000",15.77000,"394,250","75,000",11/07/25,STK,Yes,1
WWW,Wolverine World Wide,Jack Boyle,N/A,Buy,"6,250",15.77000,"98,562","6,250",11/07/25,STK,Yes,1
TEAM,Atlassian Corp,Michael Cannon-Brookes,CEO,Sell,"7,665",155.57730,"1,192,500","275,940",11/07/25,STK,Yes,1
FCF,First Commonwealth Financial Corp,James R Reske,CFO,Sell,"1,518",15.54950,"23,605","84,348",11/07/25,STK,Yes,1
TRIN,Trinity Capital Inc,Ronald E Estes,N/A,Buy,"2,000",14.44000,"28,879","45,616",11/07/25,STK,Yes,1
SLGN,Silgan Holdings,Kimberly Irene Ulmer,CAO,Buy,"1,000",38.11000,"38,110","105,321",11/07/25,STK,Yes,1
VRSN,Verisign Inc,John Calys,CFO,Sell,"1,001",242.71200,"242,955","24,734",11/07/25,STK,Yes,1
XMTR,Xometry Inc Cl A,James Miln,CFO,Sell,599,62.11280,"37,206","141,796",11/07/25,STK,Yes,1
FSK,FS KKR Capital Corp,Daniel Pietrzak,CIO,Buy,"10,000",15.15000,"151,500","77,500",11/07/25,STK,Yes,1
WWW,Wolverine World Wide,Nicholas Thompson Long,Chair,Buy,"2,000",15.88000,"31,760","78,268",11/07/25,STK,Yes,1
AVO,Mission Produce Inc,American Shareholder,N/A,Buy,"75,710",11.94420,"904,295","7,240,737",11/07/25,STK,Yes,1
BKNG,Booking Holdings Inc,Paulo Pisano,CHRO,Sell,200,"5,000.00000","1,000,000","1,514",11/07/25,STK,Yes,1
AVT,Avnet Inc,Kenneth A Jacobson,CFO,Buy,"2,139",46.75000,"99,998","99,981",11/07/25,STK,Yes,1
TBBK,The Bancorp Inc,Matthew Cohn,N/A,Buy,"3,645",62.12430,"226,443","228,175",11/07/25,STK,Yes,1
REGN,Regeneron Pharmaceuticals,Jason Pitofsky,Contr.,Sell,431,651.43000,"280,766","4,443",11/07/25,STK,Yes,1
TEAM,Atlassian Corp,Scott Farquhar,N/A,Sell,"7,665",155.57740,"1,192,501","275,940",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Bethany Mayer,N/A,Award,"1,635",0.00000,"260,537","32,187",11/07/25,STK,Yes,1
GTBIF,Green Thumb Industries Inc,Benjamin Kovler,Chair & CEO,Sell,"162,500",6.50090,"1,056,396","850,717",11/07/25,STK:OTC,No,1
GTBIF,Green Thumb Industries Inc,Anthony Valentino Georgiadis,Pres.,Sell,"125,000",6.50060,"812,575","780,668",11/07/25,STK:OTC,No,1
GPN,Global Payments Inc,Patricia A Watson,N/A,Buy,"1,331",75.06000,"99,905","2,651",11/07/25,STK,Yes,1
EBS,Emergent Biosolutions,Sujata Dayal,N/A,Sell,"8,552",10.00000,"85,521","88,980",11/07/25,STK,Yes,1
HGV,Hilton Grand Vacations Inc,Carlos Hernandez,CAO,Sell,"2,867",39.99000,"114,651","11,330",11/07/25,STK,Yes,1
GECC,Great Elm Capital Corp,Matthew D Kaplan,CEO,Buy,"19,650",7.64000,"150,126","142,400",11/07/25,STK,No,1
LENZ,Lenz Therapeutics Inc,James Mccollum,N/A,Buy,"10,500",22.78840,"239,278","631,099",11/07/25,STK,Yes,1
IBP,Installed Building Products,W Jeffrey Hire,Div. Pres.,Sell,"5,000",251.62860,"1,258,144","32,999",11/07/25,STK,Yes,1
CDNA,Caredx Inc,Jeffrey Adam Novack,Gen Cou & Co Sec,Sell,"2,688",15.52190,"41,722","105,218",11/07/25,STK,Yes,1
NKE,Nike Inc,Jorgen Vig Knudstorp,N/A,Buy,"16,150",62.09000,"1,002,754","21,388",11/07/25,STK,Yes,1
NSP,Insperity Inc,Randall Mehl,N/A,Buy,"3,000",34.12670,"102,380","25,707",11/07/25,STK,Yes,1
BATRA,Atlanta Braves Holdings Inc,Dr Hon John C Malone,N/A,Buy,"54,631",41.95340,"2,291,957","437,355",11/07/25,STK,Yes,1
ECVT,Pq Group Holdings Inc,Susan Ward,N/A,Sell,"15,000",8.40120,"126,019","78,261",11/07/25,STK,Yes,1
BLD,Topbuild Corp,Robert M Buck,CEO,Sell,"5,000",418.01000,"2,090,050","68,225",11/07/25,STK,Yes,1
LITE,Lumentum Holdings,Matthew Joseph Sepe,CAO,Sell,"4,232",239.62740,"1,014,104","43,544",11/07/25,STK,Yes,1
AMSF,Amerisafe Inc,Anastasios Omiridis,CFO,Sell,"1,235",40.74000,"50,314","3,786",11/07/25,STK,Yes,1
JBGS,Jbg Smith Properties,Evan Regan-Levine,CSO,Sell,"5,200",18.56000,"96,513","4,485",11/07/25,STK,Yes,1
CVRX,Cvrx Inc,American Shareholder,N/A,Sell,"52,532",10.20920,"536,309","4,050,898",11/07/25,STK,Yes,1
BXP,Bxp Inc,Michael E Labelle,CFO & Treas,Sell,"13,422",72.34030,"970,952","9,223",11/07/25,STK,Yes,1
AXTI,Axt Inc,Leonard J Leblanc,N/A,Sell,"3,637",8.41000,"30,587","118,875",11/07/25,STK,Yes,1
MCK,Mckesson Corp,Napoleon B Rutledge JR,CAO & Contr.,Sell,329,861.63000,"283,477",328,11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Sohail U Ahmed,N/A,Award,"1,635",0.00000,"260,537","35,215",11/07/25,STK,Yes,1
EURK,Eureka Acquisition Corp Cl A,American Shareholder,N/A,Sell,"1,042",10.88000,"11,337","397,336",11/07/25,UIT,No,11
REPX,Riley Exploration Permian Inc,Corey Neil Riley,CIO & Compl,Sell,"3,500",24.86690,"87,034","162,065",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Jyoti Mehra,N/A,Award,"1,635",0.00000,"260,537","18,475",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Abhijit Y Talwalkar,Chair,Award,"1,635",0.00000,"260,537","109,995",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Eric K Brandt,N/A,Award,"1,635",0.00000,"260,537","288,705",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Ita Brennan,N/A,Award,"1,635",0.00000,"260,537","5,342",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Michael R Cannon,N/A,Award,"1,635",0.00000,"260,537","191,375",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,John M Dineen,N/A,Award,"1,635",0.00000,"260,537","9,135",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Mark Fields,N/A,Award,"1,635",0.00000,"260,537","5,882",11/07/25,STK,Yes,1
LRCX,Lam Research Corp,Ho Kyu Kang,N/A,Award,"1,635",0.00000,"260,537","9,664",11/07/25,STK,Yes,1
GOOD,Gladstone Comml,Arthur S Cooper,Co-Pres.,Buy,"7,002",10.70000,"74,921","34,574",11/07/25,STK,Yes,1
ISD,Gim High Yield Bond Fund,Brian Reid,N/A,Sell,"16,833",14.41000,"242,564","3,064",11/07/25,UIT,No,11
PEBO,Peoples Bancorp Inc,W Glenn Hogan,N/A,Buy,"1,000",28.49000,"28,490","535,239",11/07/25,STK,Yes,1
GHY,Gim Global High Yield Fund,Brian Reid,N/A,Sell,"4,706",12.56000,"59,107","11,130",11/07/25,UIT,No,11
ECF,Ellsworth Convertible Growth and Income,American Shareholder,N/A,Buy,"33,764",12.15000,"410,233","1,680,620",11/07/25,UIT,No,11
NQP,Nuveen Pennsylvania Investment,American Shareholder,N/A,Sell,"87,582",12.04000,"1,054,487","4,221,640",11/07/25,UIT,No,11
MEGI,Nyli CBRE Global Infrastructure Megatrends Term,American Shareholder,N/A,Sell,"79,400",14.04320,"1,115,030","5,890,860",11/07/25,UIT,No,11
LSCC,Lattice Semicond,Dr Ford Tamer,CEO,Buy,"30,000",63.07050,"1,892,114","285,745",11/07/25,STK,Yes,1
PENN,Penn Entertainment Inc,Jay A Snowden,CEO,Buy,"34,700",14.32100,"496,939","1,117,325",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Laura A Black,N/A,Award,"23,529",0.00000,"419,051","142,497",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Douglas Gilstrap,N/A,Award,"23,529",0.00000,"419,051","65,766",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Masood A Jabbar,N/A,Award,"23,529",0.00000,"419,051","203,862",11/07/25,STK,Yes,1
WMK,Weis Markets,Robert G Gleeson,COO,Buy,500,65.50720,"32,754","1,000",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Joanne Solomon,N/A,Award,"23,529",0.00000,"419,051","75,924",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Keith L Barnes,N/A,Award,"23,529",0.00000,"419,051","148,680",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Richard E Belluzzo,Chair,Award,"23,529",0.00000,"419,051","240,683",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Richard John Burns,N/A,Award,"6,768",0.00000,"120,538","6,768",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Donald A Colvin,N/A,Award,"23,529",0.00000,"419,051","172,053",11/07/25,STK,Yes,1
VIAV,Viavi Solutions,Eugenia M Corrales,N/A,Award,"6,768",0.00000,"120,538","6,768",11/07/25,STK,Yes,1
CUBI,Customers Bancorp,Gen. Dr. Bernard B Banks,N/A,Sell,"9,000",66.93000,"602,370","7,524",11/07/25,STK,Yes,1
OABI,Omniab Inc,John L Higgins,Chair,Buy,"77,261",1.39410,"107,710","2,929,148",11/07/25,STK,Yes,1
ITGR,Integer Holdings Corp,Diron Smith,CFO,Buy,"1,116",67.18500,"74,967","7,698",11/07/25,STK,Yes,1
CAI,Caris Life Sciences Inc,John Russel Denton,Gen Cou & Sec,Buy,"4,184",24.09000,"100,792","132,775",11/07/25,STK,Yes,1
KREF,KKR Real Estate Finance Trust Inc,Christen Ej Lee,V.Chair,Buy,"10,000",7.79780,"77,977","254,173",11/07/25,STK,Yes,1
TIPT,Tiptree Financial Cl A,Dominique Mielle,N/A,Buy,"5,500",18.29000,"100,595","70,712",11/07/25,STK,Yes,1
SINT,Sintx Technologies Inc,Gregg Honigblum,Chf Invest Off.,Buy,"10,000",3.19000,"31,901","74,000",11/07/25,STK,No,1
SENS,Senseonics Holdings Inc,Timothy T Goodnow,CEO,Buy,"17,210",5.87000,"101,023","661,085",11/07/25,STK,Yes,1
SENS,Senseonics Holdings Inc,Frederick T Sullivan,CFO,Buy,"5,415",5.88000,"31,840","157,028",11/07/25,STK,Yes,1
SENS,Senseonics Holdings Inc,Douglas A Roeder,N/A,Buy,"15,000",5.83000,"87,450","99,727",11/07/25,STK,Yes,1
GMGI,Golden Matrix Group Inc,Richard Christensen,CFO & PAO,Buy,"20,000",0.90000,"18,001","150,000",11/07/25,STK,Yes,1
VIK,Viking Holdings Ltd,Anton Hofmann,Ops,Sell,"100,000",57.31000,"5,731,001",N/A,11/07/25,STK,Yes,1
ASC,Ardmore Shipping Corp,Mark Cameron,COO,Sell,"67,169",12.80000,"859,763",N/A,11/07/25,STK,Yes,1
OSIS,O S I Systems Inc,Paul Keith Morben,Pres.,Sell,416,279.10000,"116,105","8,540",11/07/25,STK,Yes,1
OSIS,O S I Systems Inc,James B Hawkins,N/A,Sell,"1,500",283.15000,"424,725","5,036",11/07/25,STK,Yes,1
UP,Wheels Up Experience Inc,Meaghan Danielle Wells,CGO,Sell,"47,931",1.22000,"58,475","526,681",11/07/25,STK,Yes,1
UP,Wheels Up Experience Inc,Mark Briffa,Chf Sales Off.,Sell,"86,813",1.23000,"106,780","866,670",11/07/25,STK,Yes,1
EWBC,East West Bancorp,Molly Campbell,N/A,Sell,"1,000",102.21400,"102,214","10,076",11/07/25,STK,Yes,1
LENZ,Lenz Therapeutics Inc,Daniel R Chevallard,CFO,Buy,"2,198",22.75570,"50,018","5,386",11/07/25,STK,Yes,1
LTC,Ltc Properties,David L Gruber,N/A,Buy,"5,000",35.51200,"177,561","29,834",11/07/25,STK,Yes,1
PSA-L,Public Storage [Psa/Pl],American Shareholder,N/A,Sell,478,25.15000,"12,022","391,079",11/07/25,UIT,No,11
TDUP,Thredup Inc Cl A,James G Reinhart,CEO,Sell,"379,826",7.93200,"3,012,780","573,851",11/07/25,STK,Yes,1
TDUP,Thredup Inc Cl A,James G Reinhart,CEO,Sell,"200,000",7.94920,"1,589,840",0,11/07/25,STK,Yes,1
TRNO,Terreno Realty Corp,John Tull Meyer,COO,Sell,"4,758",59.95000,"285,242","187,263",11/07/25,STK,Yes,1
MNRO,Monro Muffler Brak,Carl Celian Icahn,N/A,Buy,"638,659",17.38390,"11,102,384","5,078,573",11/07/25,STK,Yes,1
PI,Impinj Inc,Miron L Washington,N/A,Sell,342,158.93740,"54,356","2,040",11/07/25,STK,Yes,1
AKAM,Akamai Technologies,Dr Robert Blumofe,CTO,Sell,"3,500",86.00000,"301,000","24,474",11/07/25,STK,Yes,1
JPM,JP Morgan Chase & Company,Robin Leopold,HR,Sell,966,311.91620,"301,311","77,145",11/07/25,STK,Yes,1
BDX,Becton Dickinson and Company,Bertram L Scott,N/A,Sell,217,176.58000,"38,318","35,816",11/07/25,STK,Yes,1
FHI,Federated Investors,Peter J Germain,CLO,Sell,"5,000",49.22420,"246,121","206,324",11/07/25,STK,Yes,1
NGS,Natural Gas Services Group,Stephen Charles Taylor,Chair Emeritus,Sell,"11,252",29.05750,"326,955","478,393",11/07/25,STK,Yes,1
SRE,Sempra,Alexander Lisa Larroque,Corp Aff,Sell,"4,322",92.55000,"400,002","11,325",11/07/25,STK,Yes,1
DBRG,Digitalbridge Group Inc,Jay S Wintrob,N/A,Award,"8,075",0.00000,"88,341","8,075",11/07/25,STK,Yes,1
RGT,Royce Global Trust Inc,Charles M Royce,Sr. Adviser,Sell,"10,564",12.55400,"132,621","805,764",11/07/25,UIT,No,11
KNX,Knight-Swift Transporation Inc,Cary M Flanagan,CAO,Sell,"4,300",45.03930,"193,669","5,644",11/07/25,STK,Yes,1
DIN,Dineequity Inc,Howard M Berk,N/A,Buy,"4,082",24.50000,"100,009","41,947",11/07/25,STK,Yes,1
